step,K,U,E
381,0.0509078194,-0.5231273960,-0.4722195766
382,0.0512142912,-0.5234338675,-0.4722195763
383,0.0515220404,-0.5237416163,-0.4722195759
384,0.0518310718,-0.5240506474,-0.4722195756
385,0.0521413903,-0.5243609656,-0.4722195753
386,0.0524530008,-0.5246725758,-0.4722195750
387,0.0527659082,-0.5249854829,-0.4722195747
388,0.0530801176,-0.5252996919,-0.4722195744
389,0.0533956338,-0.5256152078,-0.4722195740
390,0.0537124618,-0.5259320356,-0.4722195737
391,0.0540306069,-0.5262501803,-0.4722195734
392,0.0543500740,-0.5265696470,-0.4722195730
393,0.0546708682,-0.5268904409,-0.4722195727
394,0.0549929947,-0.5272125671,-0.4722195724
395,0.0553164587,-0.5275360307,-0.4722195720
396,0.0556412653,-0.5278608370,-0.4722195717
397,0.0559674200,-0.5281869913,-0.4722195714
398,0.0562949278,-0.5285144988,-0.4722195710
399,0.0566237942,-0.5288433648,-0.4722195707
400,0.0569540244,-0.5291735947,-0.4722195703
401,0.0572856239,-0.5295051939,-0.4722195700
402,0.0576185981,-0.5298381677,-0.4722195696
403,0.0579529524,-0.5301725216,-0.4722195693
404,0.0582886923,-0.5305082612,-0.4722195689
405,0.0586258233,-0.5308453919,-0.4722195685
406,0.0589643510,-0.5311839192,-0.4722195682
407,0.0593042810,-0.5315238488,-0.4722195678
408,0.0596456189,-0.5318651863,-0.4722195674
409,0.0599883703,-0.5322079374,-0.4722195671
410,0.0603325410,-0.5325521077,-0.4722195667
411,0.0606781367,-0.5328977030,-0.4722195663
412,0.0610251632,-0.5332447291,-0.4722195660
413,0.0613736262,-0.5335931917,-0.4722195656
414,0.0617235316,-0.5339430968,-0.4722195652
415,0.0620748853,-0.5342944501,-0.4722195648
416,0.0624276932,-0.5346472577,-0.4722195644
417,0.0627819614,-0.5350015254,-0.4722195640
418,0.0631376956,-0.5353572593,-0.4722195636
419,0.0634949021,-0.5357144654,-0.4722195632
420,0.0638535869,-0.5360731497,-0.4722195628
421,0.0642137560,-0.5364333185,-0.4722195624
422,0.0645754157,-0.5367949778,-0.4722195620
423,0.0649385721,-0.5371581338,-0.4722195616
424,0.0653032315,-0.5375227928,-0.4722195612
425,0.0656694002,-0.5378889610,-0.4722195608
426,0.0660370844,-0.5382566448,-0.4722195604
427,0.0664062905,-0.5386258505,-0.4722195600
428,0.0667770249,-0.5389965845,-0.4722195596
429,0.0671492940,-0.5393688532,-0.4722195592
430,0.0675231044,-0.5397426631,-0.4722195587
